90	"Release of Taylor Swift's album, Red."
91	"Tweets about football match in which player walcott is playing."
92	"Results of a soccer match being discussed"
93	"Discussing an Eagle game. "
94	"Everybody tweets about the sports event of MLB"
95	"U.N. mulls military intervention in Mali"
96	"A tornado is outside Walsh"
97	"They discuss about the American football team Seahawks."
98	"All about Aaron Rodgers' six touchdown performance."
99	"Spain versus France in a World Cup qualifying game"
100	"Nobel Prize for economics awarded to two U.S. economists: Alvin E. Roth of Harvard University and Lloyd Shapley ."
101	"The annoucement of Tina Fey and Amy Poehler hosting the 70th Golden Globes Awards."
102	"Reactions to Jub Jub being found guilty."
103	"Comments on the Philadelphia Eagles firing Defensive Coordinator Juan Castillo."
104	"The tweets are about the decline in EU car sales."
105	"Apple Computer is sending out invites to a media event on Oct. 23. They will probably announce the new iPad Mini at this event."
106	"Ryan Bertrand has had to pull out of the England Squad with a sore throat"
107	"Polish not closing roof causing England game to be canceled"
108	"The Detriot Tigers being one win away from going to the World Series during the playoff series against the New York Yankees."
109	"sports match is tweeted about."
110	"Manchester United 2-1  against Stoke City"
111	"Newsweek is getting rid of the print edition and switching to an all digital format."
112	"Texas A & M University bomb threat"
113	"Nadarkhani's attorney remains in prison in Iran."
114	"Stand Up To Cancer (SU2C) is a charitable program of the Entertainment Industry Foundation (EIF) established by media"
115	"20 Oct 2012 – Stoke City's Ryan Shawcross doing just enough to force Wayne Rooney to face his own goal"
116	"The event discussed is an episode of the TV show "Strictly Come Dancing" in which contestant Bruce Forsyth dances to the song "Gangnam Style.""
117	"Cancellation of NHL regular-season 2012-2013 through November 1."
118	"Kelantan defeated ATM in the Malaysia Cup"
119	"boxer special k brook wins fight"
120	"About Arsenal losing to Norwich, mostly comment about Arsenal playing poorly."
121	"They duiscuss the football game between Shane long and West Brom"
122	"Tweets about player Joe's performance in the game."
123	"Braxton Miller, Ohio State's starting quarterback, is taken to the hospital due to an injury in-game."
124	"Artical or statements concerning the USA and Iran agreement to have a one on one negotiation about nuclear programs."
125	"They were discussing about PPL"
126	"Tweets about 'The Iron Man 3 trailer'"
127	"Obama's so called "Apology Tour"  2012 elections."
128	"Soccer game between Ajax and Manchester City"
129	"Dortmund scores to take the lead, but Real Madrid quickly brings it to a tie."
130	"about champion league"
131	"Hurricane Sandy in the Bahamas"
132	"Duck Dynasty is a reality television series on A&E. It shows the lives of the Robertson family"
133	"Donald Trump offered 5 million dollars if President Obama would provide some records. "
134	"sports match is being discussed."
135	"CIA operators denied request for help during Benghazi attack"
136	"Colin Powell endorses Barack Obama for President of the USA."
137	"Lil Wayne has suffered another seizure, making this his 2nd one within a 24 hour period"
138	"Tweets about a match between florida vs georgia."
139	"26 Oct 2012 – Doug Fister takes hard liner off head and loss"
140	"about foot ballmatch between Everton and Liverpool "
141	"The Eagles and the Falcons football game."
142	"racing: Mark webber,  Fernando Alons, Lewis Hamilton"
143	"Most of the Tweets talk about the Heat basketball game, but some talk about the Celtics basketball game."
144	"Tweets about Arsenal team's football match victory."
145	"They all discuss about Sandy Storm"
146	"Suarez celebration during Liverpool game."
147	"In anticipation of the arrival of Hurricane Sandy, New York Governor Mario Cuomo announced the suspension of all MTA (mass transit) service, beginning at 7 pm that Sunday."
148	"Fight brewing in the EU over Greek austerity measures"
149	"Nittanyville was originally known as "Paternoville," in honor of the head coach Joe Paterno."
150	"It is Halloween night and they are talking about passing out candy."
151	"Georgia football team defenseman Jarvis Jones makes a play, cleanly stripping the ball away from the other team."
152	"James Harden being moved from the Oklahoma City Thunder to the Husten Rockets."
153	"scoccer....free kick"
154	"They discuss about Pitts burgh steelers uniform, professional football team"
155	"The tweets discussa game betweens the Packers and the Bears."
156	"Tweets for Praying for people affected by the hurricane sandy"
157	"They were discussing about Rondo"
158	"Dez Bryant's catch being ruled out-of-bounds due to his hand touching the white line.  Also, fans wondering why he was in time-out."
159	"The Celtics won a basketball game. "
160	"Goal scoring between Liverpool and Swansea in soccer."
161	"The event is an NBA game between the Bucks and Celtics.  The Celtics had a bad game and lost to the Bucks."
162	"Twitter users' sentiment towards the Country Music Awards."
163	"it refers to a sporting event "
164	"Lebron and the Heat getting their NBA championship rings."
165	"Miami Heat: Ranking LeBron James become 5 Best Commercials"
166	"Anticipation for the Lakers and Clippers basketball game."
167	"Taylor swift at the CMA awards"
168	"Superstorm Sandy hits the east coast of the USA."
169	"Carrie Marie Underwood is an American country music singer she participate for The Country Music Association Awards, also known as the CMA Awards"
170	"They are discussing about  country singer Blake Shelton and Mirinda Lambert"
171	"Eric Church winning at the CMA awards."
172	"someone winning 'male vocalist of the year' at some music awards show"
173	"These tweets discuss Day Lights Saving time. Most of the tweets are complaining about it."
174	"People are excited about a bonfire night and waiting to watch the fireworks."
175	"This was about the presidential election, and reasoning for voting for Obama-Biden"
176	"Tweets about a sports event."
177	"The TCU and West Virginia game."
178	"Kyrie Irving's great performance in game"
179	"The event was on West Ham Vs Man City."
180	"Tweets about a penalty in a football match."
181	"Football match between USC and Oregon"
182	"Atlanta Falcons missing  a field goal against Dallas."
183	"Mike Wallace scoring a touchdown during the Giants and Pittsburgh football game."
184	"Real Madrid vs Borussia Dortmund Champions League football 6 Nov 2012"
185	"Yaya Toure and his fantastic goal."
186	"Opposition activists report at least 128 deaths around the country,"
187	"Greek journalist Kostas Vaxevanis is arrested over the publication of a list of Greeks with Swiss bank accounts"
188	"suicide is not our life"
189	"Syrian military airstrikes kill at least 40 people, including civilians, in the rebel-held "
190	"A fictional feature film, called South of Sanity, is shot in Antarctica for the first time. "
191	"IN WHICH YEAR DUTCH ACTRESSDutch actress Sylvia Kristel  FRENCH FILM Emmanuelle was released ?"
192	"Veteran Irish writer Gene Kerrigan wins the Golden Dagger. "
193	"American weekly news magazine Newsweek announces it will cease print publication on December 31 and will move to an online-only format."
194	"Trading of Google stock on NASDAQ is temporarily suspended after it drops 9%"
195	"Why did tens of thousands of workers participate in anti-austerity protests in Greece?"
196	"when did the Boy Scouts of America release documents containing over 15,000 pages relating to allegations of sexual abuse by over 1200 scout leaders between 1965-1985."
197	"who is killed by A car bomb in Damascus?"
198	"gunman opens fire in northeast Moscow, killing five and injuring two."
199	"how many people killed in  northern Guatemala earthquake ?"
200	"Voters in the state of California effect in increase to fund public schools, community colleges and state universities."
201	"Celtic shock Barcelona in the 2012–13 UEFA Champions League group stage. "
202	"British cyclist Bradley Wiggins is hospitalized following a collision with a vehicle. "
203	"A car bomb explodes at Sassine Square in the Lebanese capital of Beirut, killing at least eight people and wounding up to 78 others."
204	"Former Lebanese Prime Minister Saad al-Hariri accuses Syrian president Assad in killing of top intelligence official "
205	"The March 14th Alliance blames Syrian President Bashar al-Assad and the Syrian government for the attack. "
206	"The Libyan Army launches a new full-scale assault against the town of Bani Walid, "
207	"Faddy Abboud says an episode of the popular U.S. TV series Homeland misrepresented Beirut and is set to pursue legal action against its makers "
208	"bus crash ,near Willow Beach, Arizona and the Nevada state line, southeast of Las Vegas. "
209	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment for murdering Sian O'Callaghan."
210	"Remains of missing young oregon wohan whitney heichel larch mountain DNA test jonathan holt"
211	"A woman is killed and 12 other people injured in a series of hit and run incidents in Cardiff, south Wales. A 31-year-old van driver is arrested by police. "
212	"Theresa May  was working as an "agent" for a Metropolitan police counterterrorism officer "
213	"hief Whip of the British Conservative Party Andrew Mitchell resigns over remarks he made to police officers in Downing Street, and following a lengthy political row over the issue. "
214	"how many civilians have died under artillery shelling attacks from militia forces."
215	"Israel targets rocket launching sites in Gaza in response to over 80 rockets being fired into Israeli territory by militants, causing deaths and injuries. "
216	"which country  blames the explosion at a munition factory south of Khartoum on an Israeli airstrike."
217	"The UN peace envoy Lakhdar Brahimi states in Cairo that the Syrian government has agreed to a ceasefire during the four-day Muslim holiday, Eid al-Adha. "
218	"A journalist based in Somaliland is killed by gunmen while returning home from work. "
219	"The analogue television service in the Republic of Ireland is switched off at 10.00am. "
220	"An administrative law judge with the U.S. International Trade Commission issues a preliminary decision on a long-running Samsung/Apple dispute, in favor of Apple's complaint on four of the six patents in dispute. "
221	"Germany's rejection of asylum applications by Roma from Kosovo"
222	"who resigns as Chief Constable of West Yorkshire Police as his role in the aftermath of the 1989 Hillsborough disaster is being investigated."
223	"74 women formerly employed by Birmingham City Council are given permission to seek compensation"
224	"The UK's Director of Public Prosecutions is to review a 2009 decision by the Crown Prosecution Service not to prosecute Jimmy Savile over allegations of sexual abuse. "
225	"Jérôme Kerviel loses his appeal against a five-year prison sentence "
226	"A former maintenance worker at Creflo Dollar's World Changers Church International in the Atlanta suburb of College Park, Georgia has fatally shot a 39-year-old church volunteer. "
227	"arrest a 17-year-old resident who was allegedly involved in an attempted abduction in the killing of 10-year-old Jessica Ridgeway. "
228	"America's Gun Violence continue, 3 more dead in Los Angeles shooting by unidentify Gunman."
229	"British government giving Wales limited powers to borrow money to finance major projects"
230	"Pope Benedict XVI announces a 24 November 2012 Consistory for the creation of six new Cardinals"
231	"Dozens of young men are shot dead by the military in Maiduguri."
232	"i which year  Ayatollah Ruhollah Khomeini and Iran permits more sex-change operations than any country except Thailand"
233	"Arts leaders voice deep concerns over lack of cultural subjects in Ebacc"
234	"Canada and Australia launch women's literary prizes. "
235	"William Faulkner sues over the use of the writer's quote"
236	"Albanian former political prisoner  set himself on fire in protest at delays in government compensation"
237	"Former British Labour Party minister Denis MacShane resigns his House of Commons seat after he wrongfully claimed at least £7,500 in expenses"
238	"What is the benefit of Syrian rebels claiming control of strategic town at the cost of human blood shed & property loss ?"
239	"A Syrian passenger plane is forced by Turkish fighter jets to land in Ankara due to the allegations of carrying weapons."
240	"BAE and EADS announce their merger talks are cancelled over political disagreements. "
241	"A court in Moscow, Russia, frees one of the three Pussy Riot members at an appeal hearing."
242	"General Joseph Dunford nominated to be the new ISAF Commander (COMISAF). #afghanistan"
243	"Two American scientists, Robert Lefkowitz and Brian Kobilka, win the 2012 Nobel Prize"
244	"an unexpected spiral structure around carbon star R Sculptoris discovered by ESO astronomers"
245	"Pope Benedict XVI adds Arabic to weekly Vatican address in front of pilgrims. "
246	"The USADA details witness-based doping claims against Lance Armstrong in its long-due report to the UCI. George Hincapie admits doping use over part of his career."
247	"how many soldiers in attacks on military checkpoints near the town of Saraqeb in northern Idlib province"
248	"Internet analytics company ComScore says Google's Gmail has edged out Microsoft's Hotmail as the world's top e-mail service. "
249	"A fuel tank truck crashes and explodes in the Saudi Arabian capital Riyadh "
250	"yellow fever effect in sudan"
251	"who receives a medal of Knighthood of the Order of the Bath from Queen Elizabeth II?"
252	"Parents kill their 15-year-old daughter  Azad Kashmir, Pakistan pouring acid"
253	"Nine female political prisoners begin a hunger strike to protest their conditions in Tehran's Evin prison. "
254	"Charges of perjury and child endangerment, among others, are filed against former Penn State President Graham Spanier"
255	"A prison officer is killed in an ambush by dissident Irish republicans as he drive"
256	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney."
257	"Astronomers detect what appears to be light from the first stars in the universe "
258	"Is there any person or peace keeping force not available in Burma to stop secterian clashes protecting for the loss of human life & property ?"
259	"Fighting in Syria continues as the ceasefire agreement mediated by U.N. special envoy Lakhdar Brahimi to occur during the Muslim holiday of Eid al-Adha begins. "
260	"A car bomb explodes in the capital Damascus, killing an unknown number of people and injuring many. "
261	"A suicide bombing at a mosque in Maymana, Afghanistan, kills at least 41 peoples"
262	"who reject Writer Javier Marías rejects the Spanish government's National Novel Prize, awarded"
263	"which country block  the website of the New York Times and searches on social media?"
264	"Russia charges dissenter Sergei Udaltsov in crackdown"
265	"Chinese politician Bo Xilai is stripped of his membership of the National People's Congress. "
266	"why was meet UN and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem in Damascus "
267	"The United Nations Security Council announces plans to impose sanctions on the leaders of Democratic Republic of the Congo's M23 rebel movement due to violations of an arms embargo. "
268	"Suspected members of Boko Haram attack the northern Nigerian city of Potiskum"
269	"how many people dead in Overnight clashes in southeastern Turkey"
270	"Worst flood in 40 years, force to evacuated hundreds of pilgrims from one of the respected Roman Catholic's Shrine site at Lourdes in France."
271	"schooner attempting to breach the Israeli blockade of Gaza claiming to deliver humanitarian aid"
272	"Noam Chomsky visits Gaza  attends a seminar alongside Gazan thinkers and intellectuals. "
273	"Tens of thousands of protesters march through London, Glasgow and Belfast in a series of demonstrations against UK government austerity measures. "
274	"multiple rockets being fired across the border, Israel launched four air strikes. Two militants from a Salafist jihadist group are killed and another wounded in the northern Gaza Strip."
275	"Peace one step move back Taliban's suicide bomber target peace supported millitant group office at Darra Adam Khel in FATA area of Pakistan, killed 15 and 30 wounded."
276	"Mexican army kills manuel felix leader sinaloa cartel"
277	"skirmish in the North Caucasus republic of Dagestan. "
278	"An oil painting by the German artist Gerhard Richter has sold for £21m ($34m) - an auction record for a work by a living artist. is it worthy enough for this price ?"
279	"U.S. Federal Trade Commission is close to bringing an antitrust lawsuit against Google."
280	"Endeavour began its journey from Los Angeles international airport on Friday and finally arrived at the California Science Center."
281	"Syria announces Turkish civilian flights over Syrian territory are banned."
282	"The UK's Department of Health is to investigate the decision to appoint the broadcaster Sir James Savile as head of a taskforce "
283	"why the Africa Cup of Nations qualification match between Senegal and Ivory Coast is abandoned"
284	"Ireland soccer manager Giovanni Trapattoni refuses to resign following last night's humiliation at the hands of Germany in 2014 FIFA World Cup qualification"
285	"Sligo Rovers claim their first league title in nearly forty years"
286	" Israeli air force strikes a rocket launching squad in the northern Gaza Strip"
287	"Jordanian soldier dies during a gunfight between Jordanian troops and Islamic militants "
288	"The Lebanese Army launches an operation to quell the sectarian violence in Beirut triggered by the assassination of Wissam al-Hassan. "
289	"south africa shooting miners"
290	"account wiped and all her paid-for books deleted by Amazon.com."
291	"A former Goldman Sachs employee blows the whistle on the investment bank having routinely taken advantage of charities and pension funds to increase its profits. "
292	"The chairman of the U.S. central bank not for re-election?"
293	"Six Italian scientists and an ex-government official are convicted of multiple manslaughter"
294	"Maria Alyokhina and Nadezhda Tolokonnikova are exiled to remote prison camps located in Perm and Mordovia"
295	"the BBC Newsnight editor responsible for dropping an investigation into allegations of sexual abuse against Jimmy Savile"
296	"missing 12-year-old girl Autumn Pasquale  found late Monday in a recycling container in Clayton,"
297	"Okinawa legislators protest alleged US rape "
298	"Lance Armstrong is banned for life from participating in UCI-sanctioned events."
299	"A football fan is jailed after a attack on former England international goalkeeper Chris Kirkland "
300	"Syrian opposition groups hold a meeting in Doha, Qatar, to discuss reforming the structure of the group"
301	"Rebels capture a strategic oilfield in eastern Deir ez-Zor Governorate. "
302	"One more innocent child killed in bomb blast in turkey, belived to target Turkey army vehicle by Kurdish Terrorist group."
303	"A policeman is killed and 11 others are injured in a grenade attack on a church in the Kenyan town of Garissa near the border with Somalia"
304	"Iran's Revolutionary Guard Corps establish and inaugurate a new naval base on the Strait of Hormuz"
305	"Danny Boyle and Nicholas Serota write a letter criticising the decision by a Tower Hamlets London "
306	"Somalia's first female Foreign Minister, Fowsiyo Yussuf Haji Aadan. "
307	"Bishop Tawadros is selected as the new 118th pope "
308	"Finnish racing driver Kimi Räikkönen wins Formula One's 2012 Abu Dhabi Grand Prix"
309	"In women's tennis, the Czech Republic defeats Serbia 3-1 to win the 2012 Fed Cup."
310	" People's Liberation Army Navy warships are spotted"
311	"a hand grenade explosion at the King Abdulaziz military academy in Riyadh kills one cadet "
312	"Several structures were set ablaze and as many as 24 militants were killed after suspected bombing Boko Haram attacks rocked the Nigerian city of Maiduguri. "
313	"Shootout between Yemen's army and Al-Qaeda militants killed four in ongoing fight to clear the Al-queda infested southern Yemen from terrorist acitvities."
314	"United Nations expert panel reports that although the two governments deny it, Rwanda and Uganda continue to support the March 23 Movement."
315	"Hilary Mantel wins the 2012 Man Booker Prize for her novel Bring Up the Bodies"
316	"Foxconn, Apple's main supplier in China, admits it employs interns as young as 14 years old. "
317	"The CEO of Citigroup, Vikram Pandit, announces his resignation from that post, and is immediately succeeded by Michael Corbat"
318	"ford recalls fiestas due to airbag issue"
319	"A report on St. Patrick's Institution in Dublin finds a culture of human rights abuse. "
320	"BBC two seperate inquiries sexual abbuse jimmy savile high court judge dame janet"
321	"United Kingdom announces its intention to close its consulate in Basra"
322	"The British computer hacker Gary McKinnon wins his ten-year legal battle to avoid extradition to the United States "
323	"The captain of the Prestige oil tanker goes on trial in Spain. "
324	"The Brazilian jurisprudence system upholds the convictions of two United States pilots for their roles in the 2006 Gol Transportes Aéreos Flight 1907 disaster."
325	". The European Commissioner for Health and Consumer Policy, John Dalli of Malta, resigns amid corruption charges that he denies. "
326	"The Israeli Knesset has been unanimously dissolved. "
327	"Pope Benedict XVI will send a delegation to Damascus to "express his brotherly solidarity with the entire population". "
328	"Senegal are disqualified from the 2013 Africa Cup of Nations after last Saturday's stadium riot in the game with Ivory Coast. "
329	"A major assault by rebel forces in Syria takes place against the Taftanaz airbase. "
330	"Two suicide bombers attack a restaurant in the Somali capital."
331	"The city of Turin, Italy, is chosen as 2015 European Capital of Sport"
332	" brother of the Syrian parliament speaker is shot and killed by gunmen "
333	"British PM broaches 'safe passage' for al-Assad"
334	"Charcoal shipments continue in the Somali port of Kismayo "
335	"AFP reports on Israel's plans to counter a Palestinian bid for enhanced United Nations status later this month. "
336	"Prime Minister of Spain Mariano Rajoy criticises Catalonia's drive for independence on radio,"
337	"African land locked national Malawi suspend his anti homosexual and gay law to improve national image of Malawi towards the developed world."
338	" five people are reported shot at a workplace (Apple Valley Farms, a poultry and meat processing plant with about 50 employees) in central Fresno, California."
339	"In the United States Congress, the Senate is projected to maintain a Democratic majority "
340	"Voters in Palau go to the polls with incumbent President Johnson Toribiong and former President Tommy Remengesau both competing for the presidency. "
341	"Russian President Vladimir Putin sacks the defence minister Anatoly Serdyukov amid a corruption scandal. "
342	"Nadine Dorries is suspended from the party after her decision to become the first serving politician to appear on a reality television series"
343	"Bulgarian Orthodox Church dies at age 98"
344	"Green Moon, trained by Robert Hickmott and ridden by Brett Prebble, wins the 2012 Emirates Melbourne Cup "
345	"One UNAMID peacekeeper is killed and three are wounded during an ambush in Hashaba, Sudan. "
346	"Turkish artillery retaliates after a Syrian bomb landed on Turkish territory in Hatay Province. "
347	"Two U.S. sailors are arrested over an alleged rape of a Japanese woman on Okinawa. "
348	"UK's Department of Health appoints former barrister Kate Lampard to head an NHS inquiry "
349	"THE DEAD BODY OF THE KING NORODOM FROM WHERE WAS BROUGHT TO CAMBODIA ?"
350	"Benigno Fitial is defeated in the Northern Mariana Islands House of Representatives with 9 votes"
351	"Alpha Centauri Bb, an exoplanet, is discovered orbiting around Alpha Centauri,"
352	"Anheuser-Busch states it will allow Armstrong's contract with them to expire at the end of the year"
353	"complaint with UEFA over allegations that midfielder Danny Rose was subjected to racial abuse "
354	"Armenian plane destined for the Syrian city of Aleppo is searched by Turkish authorities "
355	"UK for further treatment after being shot in the head by a Taliban gunman."
356	"5 aid workers abducted in south-eastern #Niger "
357	"The Philippine governmen  & he Moro Islamic Liberation Front, sign a peace pact.  Related Article: http://www.aljazeera.com/video/asia-pacific/2012/10/2012101524117145978.html"
358	"Sir John Kiszely resigns as president of the Royal British Legion "
359	"The Portuguese government announces details of its draft budget for 2013, as protests continue against austerity. "
360	"Seven peoples injured in a bus carrying 56 college students crashes"
361	"Burma agianst liaison office of Islamic Cooperation Group"
362	"No winner is announced for the Mo Ibrahim Prize for Achievement in African Leadership. "
363	"Former King of Cambodia Norodom Sihanouk dies in Beijing at the age of 89. "
364	"British Prime Minister David Cameron and Scottish First Minister Alex Salmond agree a deal "
365	"Ontario premier Dalton McGuinty announces his resignation. "
366	"Virgin Trains is asked to continue running the rail franchise for UK's West Coast Main Line."
367	"Fears Arabs uprising, Bahrain bans all types of protests gatherings, as per order of interior ministry of Bahrain."
368	"Police deal tough with Anglo American platinum mine workers, during their month long strike at outside of Johansburg, South Africa "
369	"Fernando Vidal is set on fire live on radio. "
370	"where did Somali poet, playwright and songwriter Warsame Shire Awale is killed?"
371	"Dutch writer J Bernlef"
372	"Qatar urged to free poet Mohammed Ibn al-Dheeb al-Ajami"
373	" Alan Bennett reveals it emerged as a result of disquiet at the National Trust and laments a nation turned into a "captive market" where public life exhibits a "diminution of magnanimity." "
374	"Tamasin and Daniel Day-Lewis donate poet laureate Cecil Day-Lewis's archive - including manuscripts and a letter from W. H. Auden - to Oxford University's Bodleian Library. "
375	"Stone Roses announce a series of performances in 2013"
